Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Month,Time_of_Day_Ordered
37.0,3.5,Windy,Jam,1,Meal,scooter,1.0,0,CHEN,41,12.42,5.4,Mar,Night
27.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,0,RANCHI,19,7.55,15.0,Apr,Night
38.0,4.6,Windy,Low,1,Buffet,scooter,0.0,0,BHP,23,1.51,10.2,Feb,Morning
39.0,5.0,Sunny,High,1,Buffet,motorcycle,1.0,0,AGR,21,2.98,5.4,Feb,Morning
37.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,0,INDO,27,4.54,15.0,Apr,Night
27.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,1,HYD,40,16.9,9.6,Mar,Night
20.0,3.8,Sunny,High,0,Buffet,motorcycle,2.0,0,BANG,40,3.11,9.6,Mar,Morning
34.0,4.5,Stormy,Low,1,Buffet,scooter,1.0,0,PUNE,24,10.72,4.8,Mar,Night
32.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,0,JAP,29,1.49,10.2,Mar,Morning
37.0,5.0,Windy,Medium,2,Meal,scooter,1.0,0,SUR,24,16.72,4.8,Mar,Night
37.0,4.6,Windy,Low,2,Meal,motorcycle,1.0,0,JAP,26,1.49,15.0,Mar,Morning
32.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,0,MYS,28,13.99,15.0,Mar,Night
28.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,0,SUR,16,1.52,9.6,Apr,Morning
30.0,4.8,Sunny,High,2,Snack,scooter,1.0,0,VAD,23,6.06,9.6,Mar,Evening
38.0,4.6,Fog,Medium,2,Drinks,electric_scooter,1.0,0,MYS,15,9.44,5.4,Mar,Evening
27.0,4.3,Sunny,High,0,Buffet,motorcycle,3.0,0,COIMB,49,3.12,5.4,Mar,Morning
21.0,3.4,Sunny,Low,1,Meal,motorcycle,2.0,0,PUNE,40,16.85,9.6,Mar,Night
20.0,4.6,Cloudy,Jam,2,Meal,scooter,0.0,0,INDO,20,7.56,9.6,Mar,Night
32.0,4.7,Sunny,Jam,2,Buffet,scooter,0.0,0,INDO,22,7.56,15.0,Apr,Night
29.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,0,HYD,33,9.22,4.8,Mar,Night
35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,0,PUNE,29,13.79,15.0,Mar,Evening
29.0,4.5,Sandstorms,High,1,Drinks,scooter,0.0,0,VAD,24,1.51,10.2,Apr,Morning
21.0,4.5,Stormy,Jam,1,Meal,scooter,1.0,0,KOL,23,9.08,10.2,Feb,Night
28.0,4.8,Stormy,Medium,0,Snack,motorcycle,0.0,0,JAP,22,5.96,9.6,Mar,Evening
32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,0,VAD,41,19.69,15.0,Mar,Night
28.0,4.7,Fog,Jam,2,Snack,scooter,1.0,0,JAP,40,20.85,15.0,Mar,Night
36.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,0,PUNE,19,6.13,15.0,Mar,Evening
39.0,4.9,Sunny,Jam,2,Buffet,motorcycle,1.0,0,VAD,20,4.54,9.6,Mar,Night
26.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,0,AGR,19,12.58,10.2,Feb,Night
27.0,4.9,Cloudy,High,0,Snack,motorcycle,1.0,0,AURG,26,6.11,4.8,Feb,Evening
27.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,0,HYD,12,12.29,15.0,Mar,Night
24.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,0,CHEN,22,1.55,15.0,Mar,Morning
22.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,0,HYD,17,12.29,5.4,Mar,Night
25.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,0,MUM,40,16.83,9.6,Mar,Night
39.0,4.9,Fog,Low,1,Drinks,motorcycle,0.0,0,CHEN,19,7.76,10.2,Mar,Night
31.0,4.7,Fog,Jam,0,Snack,motorcycle,0.0,0,ALH,51,19.47,15.0,Feb,Night
28.0,4.6,Stormy,High,1,Meal,scooter,1.0,0,MYS,18,6.22,15.0,Apr,Evening
37.0,4.7,Sunny,Medium,1,Snack,motorcycle,0.0,0,BANG,18,9.32,10.2,Mar,Night
35.0,4.4,Windy,Medium,2,Buffet,motorcycle,1.0,0,SUR,32,9.12,10.2,Mar,Evening
38.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,0,PUNE,24,19.91,15.0,Mar,Night
31.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,0,MYS,35,17.1,15.0,Mar,Night
34.0,4.3,Fog,High,0,Snack,motorcycle,1.0,0,RANCHI,32,6.29,15.0,Apr,Evening
30.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,0,COIMB,27,7.79,9.6,Mar,Evening
29.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,0,SUR,20,4.56,4.8,Mar,Night
25.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,0,BHP,18,19.63,15.0,Feb,Night
23.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,0,RANCHI,26,6.29,4.8,Mar,Evening
36.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,0,INDO,18,10.59,10.2,Mar,Night
28.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,0,DEH,22,19.09,5.4,Feb,Night
36.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,0,CHEN,17,12.42,4.8,Mar,Night
37.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,0,INDO,29,9.07,9.6,Mar,Night
36.0,3.9,Sandstorms,Jam,1,Meal,scooter,1.0,0,RANCHI,44,12.07,10.2,Mar,Night
37.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,0,KOL,30,6.05,15.0,Feb,Evening
34.0,4.9,Fog,Medium,2,Drinks,electric_scooter,1.0,0,MUM,16,9.18,15.0,Mar,Night
20.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,0,MUM,17,16.82,10.2,Mar,Evening
32.0,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,0,CHEN,27,6.21,4.8,Mar,Evening
30.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,0,BANG,23,12.42,15.0,Mar,Evening
20.0,4.8,Fog,Medium,1,Meal,motorcycle,1.0,0,ALH,18,4.49,10.2,Feb,Evening
33.0,4.3,Stormy,Medium,1,Buffet,scooter,1.0,0,BANG,33,4.66,5.4,Mar,Night
23.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,0,BANG,41,17.08,10.2,Mar,Night
25.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,0,VAD,21,13.63,5.4,Mar,Night
21.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,0,PUNE,28,19.92,15.0,Mar,Night
31.0,4.8,Windy,Low,2,Meal,scooter,1.0,0,KNP,20,2.98,10.2,Feb,Morning
38.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,0,CHEN,22,9.31,15.0,Mar,Night
37.0,4.4,Sandstorms,Medium,1,Meal,motorcycle,1.0,0,HYD,31,9.22,15.0,Mar,Night
34.0,4.6,Sunny,Low,2,Meal,electric_scooter,0.0,0,HYD,20,16.9,15.0,Mar,Night
25.0,4.5,Sandstorms,Low,2,Meal,scooter,1.0,0,VAD,12,3.15,9.6,Mar,Morning
27.0,4.6,Fog,High,2,Snack,scooter,0.0,0,MYS,33,6.22,15.0,Mar,Evening
37.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,0,CHEN,45,17.08,4.8,Mar,Night
35.0,4.8,Sunny,Low,2,Snack,motorcycle,1.0,0,MUM,19,7.65,5.4,Mar,Night
23.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,0,JAP,39,19.36,15.0,Mar,Night
32.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,0,KNP,22,1.49,4.8,Feb,Morning
30.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,0,CHEN,27,6.21,4.8,Mar,Evening
22.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,0,INDO,19,10.59,4.8,Mar,Night
32.0,5.0,Cloudy,Low,1,Drinks,motorcycle,0.0,0,INDO,18,3.02,5.4,Mar,Morning
35.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,0,COIMB,28,4.67,15.0,Mar,Evening
35.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,1.0,0,HYD,30,4.61,15.0,Mar,Night
29.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,0,KNP,19,10.45,5.4,Feb,Night
25.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,0,ALH,33,7.86,15.0,Feb,Night
30.0,4.8,Sandstorms,High,1,Buffet,scooter,1.0,0,AGR,30,2.98,10.2,Feb,Morning
20.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,0,JAP,25,13.41,4.8,Mar,Night
36.0,4.0,Fog,Low,0,Meal,motorcycle,1.0,0,RANCHI,39,11.01,15.0,Mar,Night
28.0,5.0,Fog,Jam,2,Buffet,motorcycle,1.0,0,COIMB,21,7.79,4.8,Mar,Night
38.0,4.7,Sunny,Low,2,Buffet,electric_scooter,0.0,0,SUR,28,10.64,15.0,Mar,Night
25.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,0,DEH,12,2.94,10.2,Feb,Morning
35.0,4.2,Fog,Medium,1,Snack,scooter,2.0,0,BANG,38,12.42,15.0,Mar,Night
38.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,0,COIMB,24,3.12,4.8,Mar,Morning
29.0,4.8,Fog,Low,1,Drinks,scooter,0.0,0,SUR,17,7.6,4.8,Mar,Night
38.0,4.5,Sunny,Jam,1,Buffet,scooter,1.0,0,AGR,30,16.37,15.0,Feb,Night
31.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,0,BANG,27,9.32,4.8,Mar,Night
34.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,0,VAD,28,11.01,9.6,Mar,Night
33.0,4.9,Fog,Jam,2,Drinks,electric_scooter,1.0,1,MYS,43,11.01,4.8,Mar,Night
30.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,0,SUR,29,9.12,4.8,Apr,Evening
26.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,0,BHP,18,12.58,10.2,Feb,Night
21.0,4.8,Stormy,Medium,0,Snack,motorcycle,0.0,0,SUR,33,10.64,9.6,Mar,Night
27.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,0,CHEN,27,12.42,15.0,Apr,Night
36.0,4.3,Fog,Jam,1,Buffet,motorcycle,3.0,1,DEH,48,11.01,9.6,Feb,Night
23.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,0,CHEN,10,1.55,15.0,Apr,Morning
34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,0,CHEN,19,3.1,4.8,Mar,Morning
30.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,0,CHEN,36,12.42,5.4,Mar,Night
34.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,0,BANG,31,9.32,15.0,Mar,Night
35.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,0,COIMB,21,7.79,9.6,Mar,Night
38.0,4.7,Fog,Jam,0,Drinks,motorcycle,2.0,0,MUM,48,10.71,9.6,Mar,Night
32.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,0,PUNE,44,16.85,10.2,Mar,Night
27.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,0,COIMB,18,20.25,4.8,Mar,Night
28.0,4.8,Sunny,Jam,2,Snack,electric_scooter,0.0,0,CHEN,12,7.76,15.0,Mar,Night
29.0,4.7,Stormy,Low,2,Snack,electric_scooter,1.0,0,SUR,12,3.04,10.2,Mar,Morning
30.0,4.9,Sandstorms,High,0,Drinks,motorcycle,0.0,0,PUNE,47,1.53,5.4,Apr,Morning
25.0,4.5,Fog,Low,1,Meal,scooter,0.0,0,MYS,11,1.55,9.6,Mar,Morning
36.0,4.0,Fog,Medium,0,Drinks,motorcycle,1.0,0,MUM,34,4.59,10.2,Mar,Evening
33.0,4.9,Sandstorms,Medium,2,Meal,scooter,0.0,0,CHEN,30,12.42,4.8,Mar,Night
38.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,0,COIMB,22,7.79,15.0,Mar,Night
27.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,0.0,0,COIMB,21,17.14,15.0,Mar,Evening
30.0,4.8,Sandstorms,High,1,Buffet,motorcycle,1.0,0,HYD,33,6.15,4.8,Mar,Evening
35.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,1.0,0,MYS,40,12.44,15.0,Mar,Night
21.0,4.7,Fog,Medium,2,Meal,motorcycle,1.0,0,HYD,30,16.9,5.4,Mar,Evening
36.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,0,SUR,24,9.12,9.6,Mar,Night
20.0,4.6,Fog,High,2,Buffet,scooter,1.0,0,KOC,25,3.12,10.2,Feb,Morning
36.0,4.1,Stormy,Medium,2,Snack,scooter,1.0,0,COIMB,39,17.14,9.6,Mar,Evening
31.0,4.8,Windy,Jam,2,Meal,electric_scooter,1.0,0,MYS,30,13.99,4.8,Apr,Night
26.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,0,CHEN,24,1.55,10.2,Mar,Morning
28.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,0,PUNE,23,19.92,5.4,Apr,Night
33.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,0,RANCHI,23,19.62,9.6,Mar,Night
32.0,4.3,Sandstorms,High,2,Snack,scooter,0.0,0,HYD,31,1.54,15.0,Mar,Morning
29.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,0,PUNE,22,12.25,9.6,Mar,Evening
37.0,5.0,Sandstorms,High,0,Drinks,motorcycle,0.0,0,CHEN,31,6.21,15.0,Apr,Evening
27.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,0,CHEN,21,6.21,4.8,Mar,Evening
37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,0,VAD,19,3.15,4.8,Mar,Morning
23.0,4.9,Windy,Jam,1,Drinks,scooter,1.0,0,INDO,20,10.59,9.6,Mar,Night
37.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,0,HYD,39,10.76,4.8,Mar,Night
36.0,4.5,Windy,Medium,1,Buffet,motorcycle,1.0,0,SUR,30,7.6,10.2,Mar,Evening
31.0,4.9,Sunny,Medium,1,Snack,scooter,1.0,0,COIMB,22,4.67,15.0,Mar,Evening
26.0,5.0,Windy,Medium,1,Drinks,scooter,1.0,0,MUM,20,16.82,5.4,Apr,Night
36.0,4.9,Cloudy,High,2,Meal,electric_scooter,1.0,0,KNP,28,1.49,15.0,Feb,Morning
24.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,0,CHEN,21,20.18,15.0,Mar,Night
24.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,0,CHEN,13,9.31,9.6,Mar,Night
20.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,0,RANCHI,20,1.51,15.0,Mar,Morning
31.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,0,PUNE,24,19.91,10.2,Mar,Night
25.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,0,BHP,24,14.15,10.2,Feb,Night
28.0,4.5,Windy,Medium,2,Meal,scooter,1.0,0,VAD,25,11.01,15.0,Mar,Night
35.0,4.0,Sunny,Jam,0,Meal,motorcycle,1.0,0,HYD,33,10.76,15.0,Mar,Night
32.0,4.7,Stormy,Medium,2,Buffet,scooter,0.0,0,MYS,34,6.22,4.8,Mar,Evening
30.0,4.8,Cloudy,Medium,2,Snack,scooter,2.0,0,ALH,38,16.48,4.8,Feb,Evening
21.0,4.7,Stormy,Medium,1,Snack,scooter,1.0,0,HYD,24,4.61,15.0,Mar,Evening
29.0,5.0,Cloudy,Low,1,Snack,motorcycle,0.0,0,KNP,10,2.98,4.8,Feb,Morning
23.0,4.9,Windy,Medium,1,Buffet,motorcycle,1.0,0,VAD,26,9.09,5.4,Mar,Night
32.0,4.0,Fog,Low,0,Drinks,motorcycle,1.0,0,MYS,40,12.44,15.0,Apr,Night
21.0,4.7,Windy,Low,1,Snack,scooter,0.0,0,SUR,16,12.16,10.2,Mar,Night
20.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,0,CHEN,44,10.86,4.8,Mar,Night
25.0,4.7,Fog,High,0,Snack,motorcycle,1.0,0,GOA,21,3.09,15.0,Feb,Morning
36.0,5.0,Windy,Medium,1,Buffet,scooter,1.0,0,PUNE,22,13.79,9.6,Mar,Night
22.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,0,GOA,37,16.98,15.0,Feb,Evening
36.0,4.8,Windy,Low,1,Meal,scooter,1.0,0,INDO,26,10.59,9.6,Mar,Night
33.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,0,CHEN,22,7.76,15.0,Mar,Night
25.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,0,BANG,16,12.42,10.2,Mar,Night
28.0,5.0,Stormy,Medium,2,Buffet,electric_scooter,1.0,0,INDO,27,12.1,4.8,Mar,Night
33.0,4.3,Fog,Medium,0,Drinks,motorcycle,1.0,0,JAP,32,7.45,4.8,Mar,Evening
38.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,0,COIMB,20,4.67,4.8,Apr,Night
21.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,0,JAP,18,10.43,10.2,Mar,Night
28.0,5.0,Sunny,High,2,Meal,scooter,0.0,0,PUNE,13,6.13,10.2,Mar,Evening
24.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,0.0,0,RANCHI,18,19.62,15.0,Mar,Night
22.0,4.6,Windy,Low,2,Meal,scooter,1.0,0,SUR,11,19.76,4.8,Mar,Night
32.0,4.3,Fog,Low,0,Snack,motorcycle,2.0,0,MUM,39,19.88,9.6,Mar,Night
25.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,0,JAP,23,1.49,10.2,Mar,Morning
21.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,0,MYS,19,4.66,15.0,Mar,Evening
20.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,1.0,0,BANG,35,17.08,10.2,Apr,Night
31.0,4.7,Cloudy,Jam,2,Meal,scooter,1.0,1,BANG,47,13.97,9.6,Mar,Night
29.0,4.3,Cloudy,Medium,1,Meal,scooter,1.0,0,MUM,32,12.24,4.8,Mar,Night
26.0,4.8,Sandstorms,Low,1,Buffet,scooter,1.0,0,JAP,12,16.38,4.8,Mar,Night
32.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,0,COIMB,16,7.79,4.8,Mar,Evening
24.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,0,INDO,41,19.66,9.6,Apr,Night
21.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,0,MUM,29,3.06,5.4,Mar,Morning
34.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,0,LUDH,28,9.44,4.8,Feb,Night
32.0,4.6,Sandstorms,High,0,Drinks,motorcycle,0.0,0,SUR,33,6.08,15.0,Mar,Evening
27.0,4.5,Windy,Low,2,Buffet,scooter,0.0,0,RANCHI,14,3.02,9.6,Mar,Morning
29.0,5.0,Windy,High,1,Snack,motorcycle,1.0,0,JAP,24,5.96,15.0,Mar,Evening
21.0,4.9,Sandstorms,Medium,2,Meal,scooter,0.0,0,COIMB,20,9.35,15.0,Apr,Night
27.0,4.7,Windy,Jam,2,Meal,scooter,0.0,0,RANCHI,27,4.53,15.0,Mar,Night
28.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,0,VAD,24,11.01,4.8,Mar,Night
20.0,4.6,Windy,Low,1,Buffet,scooter,0.0,0,AURG,18,1.53,4.8,Feb,Morning
35.0,4.4,Fog,Low,0,Drinks,motorcycle,1.0,0,INDO,36,12.1,15.0,Mar,Night
39.0,5.0,Stormy,Low,2,Meal,scooter,0.0,0,SUR,27,3.04,4.8,Mar,Morning
24.0,4.6,Fog,High,1,Snack,motorcycle,0.0,0,VAD,25,6.06,4.8,Mar,Evening
35.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,0,PUNE,37,6.13,15.0,Mar,Evening
33.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,0,HYD,24,1.54,10.2,Apr,Morning
26.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,0.0,0,PUNE,16,12.26,15.0,Mar,Night
29.0,4.1,Fog,Medium,2,Snack,motorcycle,1.0,0,JAP,33,11.92,10.2,Mar,Evening
21.0,4.6,Windy,Low,2,Meal,scooter,0.0,0,LUDH,13,2.93,10.2,Feb,Morning
27.0,4.5,Sandstorms,Low,0,Meal,motorcycle,0.0,0,MUM,16,10.71,5.4,Mar,Night
28.0,4.9,Windy,Jam,1,Meal,scooter,1.0,0,SUR,18,19.76,4.8,Mar,Night
35.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,0,PUNE,19,10.72,15.0,Mar,Evening
26.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,0,MYS,37,20.21,15.0,Mar,Night
21.0,4.9,Stormy,Low,0,Snack,motorcycle,0.0,0,JAP,16,11.92,15.0,Mar,Night
28.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,0,BANG,17,12.42,15.0,Mar,Evening
37.0,4.6,Cloudy,High,1,Snack,scooter,1.0,0,BANG,25,1.55,15.0,Mar,Morning
29.0,4.9,Fog,High,1,Buffet,motorcycle,1.0,0,HYD,29,6.15,5.4,Apr,Evening
23.0,4.5,Stormy,Jam,0,Drinks,motorcycle,0.0,0,JAP,19,8.94,15.0,Apr,Night
36.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,0,CHEN,14,7.76,15.0,Mar,Night
26.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,0,MYS,21,10.88,15.0,Mar,Night
28.0,4.6,Windy,Low,2,Meal,scooter,0.0,0,ALH,17,19.47,9.6,Feb,Night
38.0,4.2,Windy,Jam,1,Snack,motorcycle,2.0,1,HYD,43,16.9,4.8,Mar,Night
22.0,4.6,Sandstorms,High,1,Buffet,motorcycle,0.0,0,AGR,20,1.49,15.0,Feb,Morning
33.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,0,INDO,34,9.07,4.8,Mar,Night
21.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,0.0,0,HYD,24,4.61,10.2,Mar,Night
23.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,0,GOA,19,1.54,10.2,Feb,Morning
20.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,0,VAD,25,14.15,10.2,Apr,Night
37.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,0,MYS,27,20.21,4.8,Mar,Night
27.0,5.0,Windy,Medium,1,Meal,motorcycle,0.0,0,CHEN,28,10.87,9.6,Mar,Night
27.0,4.2,Cloudy,Medium,1,Meal,scooter,1.0,0,CHEN,33,13.97,4.8,Apr,Night
30.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,0,SUR,16,9.12,15.0,Apr,Evening
21.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,0,MUM,10,13.77,10.2,Apr,Night
37.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,0,LUDH,40,10.25,15.0,Feb,Night
32.0,5.0,Fog,Jam,2,Snack,scooter,2.0,0,HYD,46,13.83,5.4,Mar,Night
33.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,0,COIMB,39,17.14,15.0,Apr,Night
26.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,0,MUM,21,7.65,4.8,Mar,Night
29.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,1.0,0,JAP,14,4.47,15.0,Mar,Night
21.0,4.5,Sunny,High,2,Snack,scooter,1.0,0,SUR,17,1.52,15.0,Mar,Morning
20.0,4.6,Stormy,Jam,2,Drinks,motorcycle,1.0,0,KOC,25,14.04,15.0,Feb,Night
20.0,4.4,Windy,Medium,0,Drinks,motorcycle,1.0,0,LUDH,36,13.18,15.0,Feb,Night
24.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,0,HYD,24,13.83,15.0,Mar,Night
38.0,4.1,Windy,Jam,2,Buffet,scooter,1.0,0,BANG,39,12.42,4.8,Mar,Night
31.0,5.0,Stormy,High,0,Meal,motorcycle,1.0,0,SUR,32,1.52,4.8,Apr,Morning
27.0,5.0,Cloudy,Low,1,Buffet,motorcycle,1.0,0,RANCHI,18,1.51,9.6,Mar,Morning
22.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,0,RANCHI,30,19.62,5.4,Mar,Night
33.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,0,PUNE,29,10.72,15.0,Apr,Night
22.0,5.0,Sunny,Medium,0,Meal,motorcycle,0.0,0,COIMB,21,6.23,4.8,Mar,Evening
39.0,4.1,Fog,Jam,2,Buffet,motorcycle,1.0,0,MUM,37,9.18,5.4,Mar,Night
31.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,0,GOA,37,13.89,5.4,Feb,Evening
32.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,0.0,0,MYS,30,9.33,15.0,Mar,Night
21.0,4.9,Stormy,Low,2,Meal,electric_scooter,1.0,0,KOC,19,9.36,4.8,Feb,Night
37.0,4.7,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,0,RANCHI,30,6.04,10.2,Mar,Evening
21.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,0,KOC,14,20.29,10.2,Feb,Night
21.0,4.5,Sandstorms,Medium,1,Buffet,scooter,0.0,0,CHEN,15,10.87,4.8,Mar,Night
28.0,4.9,Fog,Medium,2,Buffet,motorcycle,1.0,0,AGR,34,12.58,15.0,Feb,Evening
28.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,0,MUM,34,13.76,15.0,Apr,Night
39.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,0,GOA,15,1.54,9.6,Feb,Morning
26.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,0,MYS,22,20.21,15.0,Mar,Night
34.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,0,PUNE,25,4.6,10.2,Mar,Night
26.0,4.7,Fog,Low,2,Meal,scooter,0.0,0,VAD,21,16.66,4.8,Apr,Night
39.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,0,SUR,28,13.68,15.0,Mar,Night
23.0,4.7,Sandstorms,Low,2,Snack,motorcycle,1.0,0,RANCHI,12,17.3,15.0,Mar,Night
25.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,0,INDO,19,7.56,10.2,Mar,Evening
38.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,1.0,0,INDO,29,9.08,15.0,Mar,Evening
23.0,4.9,Stormy,Medium,1,Drinks,scooter,0.0,0,COIMB,26,9.35,4.8,Mar,Night
21.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,0,PUNE,21,16.85,9.6,Mar,Night
27.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,0,RANCHI,13,4.53,15.0,Mar,Night
31.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,0,RANCHI,21,1.51,10.2,Mar,Morning
