,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Day,Month,Time_of_Day_Ordered
25201,39.0,5.0,Cloudy,Low,1,Snack,scooter,0.0,No,GOA,19,1.54,5.4,13,2,Morning
25203,34.0,4.5,Fog,Medium,1,Buffet,scooter,1.0,No,MUM,17,6.12,4.8,3,7,Evening
25205,33.0,5.0,Windy,Low,2,Snack,electric_scooter,1.0,No,SUR,21,4.56,10.2,3,7,Night
25207,34.0,4.9,Sandstorms,Low,2,Snack,scooter,0.0,No,BHP,22,3.02,15.0,2,11,Morning
25210,38.0,4.5,Fog,Jam,1,Buffet,motorcycle,0.0,No,MUM,26,7.65,10.2,3,9,Night
25211,26.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,MUM,26,9.18,4.8,3,9,Night
25212,38.0,4.6,Fog,Jam,2,Drinks,scooter,0.0,No,INDO,42,12.1,15.0,3,12,Night
25213,31.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,CHEN,32,3.1,9.6,28,3,Morning
25214,22.0,4.8,Sandstorms,High,1,Snack,motorcycle,0.0,No,SUR,15,6.08,9.6,21,3,Evening
25216,30.0,4.9,Windy,Jam,2,Buffet,scooter,1.0,No,RANCHI,31,7.55,4.8,3,1,Night
25217,30.0,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,KNP,25,14.15,15.0,16,2,Night
25218,36.0,4.8,Fog,Medium,2,Snack,electric_scooter,1.0,No,INDO,35,13.62,10.2,16,3,Night
25220,36.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,LUDH,19,16.11,15.0,16,2,Night
25222,33.0,4.1,Fog,Jam,2,Meal,scooter,1.0,Yes,JAP,43,10.43,5.4,27,3,Night
25223,23.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,BANG,18,7.76,15.0,21,3,Night
25224,22.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,HYD,41,10.76,10.2,3,4,Evening
25225,21.0,4.9,Fog,Low,1,Drinks,scooter,0.0,No,MYS,25,20.21,9.6,27,3,Night
25228,31.0,4.4,Fog,Medium,1,Drinks,scooter,0.0,No,BHP,40,16.61,10.2,14,2,Night
25230,21.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,CHEN,28,10.87,15.0,3,12,Night
25232,35.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,VAD,41,7.57,10.2,13,3,Night
25234,27.0,4.6,Fog,Low,2,Snack,scooter,1.0,No,VAD,18,1.51,9.6,30,3,Morning
25235,33.0,4.1,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,JAP,41,11.92,4.8,4,4,Night
25236,39.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,JAP,31,4.47,5.4,13,3,Evening
25237,30.0,4.7,Fog,Low,2,Buffet,electric_scooter,0.0,No,VAD,15,3.03,9.6,3,9,Morning
25239,24.0,4.5,Fog,High,2,Drinks,electric_scooter,1.0,No,HYD,26,6.15,15.0,30,3,Evening
25240,25.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,MUM,19,9.18,9.6,3,5,Evening
25241,27.0,4.1,Sunny,Jam,0,Meal,motorcycle,1.0,No,MUM,45,7.65,15.0,4,1,Night
25242,35.0,5.0,Sunny,Jam,2,Meal,scooter,1.0,No,INDO,25,16.64,15.0,31,3,Night
25243,36.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,BANG,25,3.11,5.4,30,3,Morning
25244,28.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,INDO,15,6.05,10.2,3,3,Evening
25245,35.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,BANG,21,9.32,15.0,3,1,Night
25246,30.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,KOC,21,17.16,9.6,14,2,Night
25247,30.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,MYS,41,12.43,15.0,16,3,Night
25248,37.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,RANCHI,25,4.53,5.4,3,9,Night
25249,21.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,MYS,15,1.57,4.8,13,3,Morning
25250,31.0,5.0,Sandstorms,Low,2,Meal,motorcycle,1.0,No,BHP,23,13.59,9.6,16,2,Night
25252,35.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,VAD,24,20.44,15.0,3,10,Night
25254,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,RANCHI,33,10.57,9.6,3,6,Evening
25255,20.0,4.2,Fog,Medium,2,Drinks,scooter,2.0,No,ALH,38,11.98,9.6,2,12,Evening
25257,38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,PUNE,29,4.6,15.0,3,11,Night
25258,30.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,VAD,15,12.58,4.8,16,3,Night
25259,27.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,COIMB,17,10.91,4.8,3,4,Night
25260,38.0,4.8,Sunny,Low,0,Drinks,motorcycle,0.0,No,DEH,23,11.01,5.4,18,2,Night
25261,39.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,JAP,25,2.98,5.4,17,3,Morning
25262,37.0,4.9,Stormy,High,0,Buffet,motorcycle,3.0,No,CHEN,48,6.21,15.0,30,3,Evening
25264,31.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,SUR,48,19.76,5.4,14,3,Night
25265,29.0,4.4,Fog,Jam,2,Buffet,motorcycle,1.0,No,SUR,42,10.64,15.0,3,6,Night
25267,37.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,BANG,26,20.18,4.8,3,12,Evening
25268,39.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,COIMB,25,1.56,5.4,3,7,Morning
25270,21.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,BHP,30,13.59,15.0,14,2,Night
25271,26.0,4.8,Fog,High,2,Meal,scooter,1.0,No,RANCHI,24,3.02,15.0,3,1,Morning
25273,29.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,GOA,19,4.63,5.4,15,2,Night
25275,22.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,DEH,39,11.01,9.6,2,12,Night
25277,39.0,4.8,Cloudy,Low,0,Buffet,motorcycle,2.0,No,HYD,38,12.29,15.0,27,3,Night
25278,28.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,MYS,24,13.99,15.0,25,3,Night
25279,24.0,4.8,Fog,High,2,Drinks,scooter,0.0,No,DEH,22,5.88,10.2,13,2,Evening
25280,26.0,4.9,Windy,Medium,2,Snack,motorcycle,1.0,No,RANCHI,27,9.06,9.6,3,1,Night
25282,21.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,RANCHI,36,19.62,5.4,3,4,Evening
25283,29.0,4.5,Fog,High,0,Drinks,motorcycle,1.0,No,MUM,21,6.12,4.8,3,1,Evening
25284,21.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,RANCHI,17,13.58,15.0,14,3,Night
25285,31.0,4.7,Windy,Jam,0,Snack,motorcycle,0.0,No,JAP,47,7.45,9.6,3,1,Night
25286,25.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,INDO,12,1.51,15.0,21,3,Morning
25287,29.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,HYD,37,19.98,5.4,18,3,Night
25290,30.0,4.9,Fog,Low,1,Drinks,scooter,0.0,No,MUM,15,3.06,4.8,3,7,Morning
25291,29.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,SUR,23,12.16,9.6,14,3,Night
25292,31.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,No,RANCHI,29,16.6,15.0,3,8,Night
25293,21.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,PUNE,19,3.06,9.6,30,3,Morning
25296,21.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,RANCHI,38,11.01,9.6,14,3,Night
25298,22.0,4.7,Fog,Low,2,Meal,scooter,0.0,No,VAD,10,1.51,5.4,3,5,Morning
25299,21.0,4.8,Sunny,High,1,Snack,motorcycle,0.0,No,KOC,16,6.24,9.6,13,2,Evening
25300,28.0,5.0,Windy,Medium,0,Snack,motorcycle,1.0,No,COIMB,22,9.35,10.2,3,1,Evening
25301,31.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,INDO,27,9.07,4.8,3,11,Night
25304,24.0,4.9,Fog,High,2,Drinks,electric_scooter,1.0,No,MYS,31,1.55,4.8,4,1,Morning
25306,37.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,MYS,21,3.11,15.0,3,5,Morning
25307,34.0,4.2,Fog,Medium,2,Buffet,scooter,1.0,No,JAP,38,10.43,15.0,3,2,Evening
25309,23.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,LUDH,22,7.33,15.0,17,2,Night
25310,39.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,SUR,27,7.6,4.8,19,3,Night
25311,22.0,4.9,Sunny,Jam,2,Meal,motorcycle,1.0,No,SUR,23,12.16,15.0,14,3,Night
25312,36.0,4.5,Fog,Low,1,Buffet,motorcycle,0.0,No,INDO,37,10.59,10.2,3,2,Night
25313,26.0,4.5,Stormy,Medium,2,Meal,electric_scooter,1.0,No,RANCHI,22,4.72,9.6,26,3,Evening
25314,39.0,4.8,Windy,High,2,Snack,scooter,0.0,No,JAP,25,2.98,15.0,21,3,Morning
25316,33.0,4.9,Sunny,Jam,2,Snack,electric_scooter,0.0,No,AURG,30,19.84,15.0,2,12,Night
25317,38.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,VAD,43,16.66,10.2,20,3,Night
25319,37.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,BANG,39,20.18,4.8,25,3,Night
25320,21.0,4.5,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,BANG,26,20.18,9.6,18,3,Evening
25322,21.0,4.6,Fog,High,0,Meal,motorcycle,1.0,No,BANG,23,1.55,9.6,28,3,Morning
25324,23.0,4.5,Fog,High,0,Buffet,motorcycle,0.0,No,INDO,22,1.51,4.8,24,3,Morning
25326,32.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,No,JAP,33,16.38,10.2,29,3,Night
25327,38.0,4.9,Cloudy,Low,1,Drinks,scooter,0.0,No,COIMB,15,4.67,4.8,3,9,Night
25328,21.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,CHEN,15,7.76,15.0,17,3,Night
25329,31.0,4.4,Fog,Medium,1,Drinks,motorcycle,2.0,No,MUM,36,13.77,15.0,29,3,Evening
25330,20.0,4.6,Sunny,Medium,2,Meal,electric_scooter,0.0,No,MYS,15,4.66,10.2,24,3,Night
25331,25.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,JAP,25,10.43,15.0,18,3,Night
25332,20.0,4.5,Fog,Medium,2,Meal,motorcycle,0.0,No,SUR,14,4.56,15.0,30,3,Night
25334,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,1.0,No,JAP,44,11.92,10.2,4,4,Night
25335,38.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,CHEN,17,13.97,4.8,25,3,Night
25336,35.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,BANG,25,10.87,4.8,27,3,Night
25337,28.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,HYD,24,10.76,4.8,3,12,Night
25338,29.0,4.9,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,INDO,17,12.1,15.0,3,2,Night
25339,24.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,CHEN,25,10.87,4.8,3,12,Night
25340,22.0,4.9,Stormy,Medium,1,Buffet,scooter,1.0,No,HYD,25,4.61,15.0,26,3,Night
25342,24.0,4.9,Windy,High,2,Buffet,scooter,1.0,No,MUM,21,1.53,9.6,13,3,Morning
25343,21.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,MUM,22,16.82,15.0,18,3,Night
25344,33.0,4.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,AURG,30,9.44,15.0,17,2,Night
25345,24.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,COIMB,10,9.35,15.0,3,3,Night
25347,23.0,4.7,Fog,Jam,0,Buffet,motorcycle,2.0,No,MYS,38,10.88,15.0,16,3,Night
25348,34.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,BANG,23,12.42,9.6,4,4,Night
25351,23.0,4.8,Cloudy,Low,2,Meal,motorcycle,0.0,No,JAP,10,8.94,10.2,24,3,Night
25352,33.0,4.6,Fog,Medium,0,Meal,motorcycle,0.0,No,BANG,49,12.42,15.0,20,3,Night
25353,32.0,4.6,Windy,High,1,Drinks,motorcycle,1.0,No,GOA,27,6.18,4.8,15,2,Evening
25354,37.0,4.8,Sunny,Low,0,Drinks,motorcycle,0.0,No,INDO,25,7.56,4.8,3,7,Night
25355,34.0,4.8,Windy,Medium,1,Meal,scooter,0.0,No,MUM,22,12.24,10.2,4,4,Night
25357,29.0,4.8,Stormy,High,1,Buffet,motorcycle,1.0,No,CHEN,11,3.1,10.2,4,1,Morning
25358,27.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,CHEN,19,3.1,9.6,13,3,Morning
25359,27.0,4.5,Sunny,Medium,1,Snack,scooter,0.0,No,JAP,16,5.96,15.0,26,3,Evening
25361,26.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,HYD,29,13.83,9.6,25,3,Night
25362,25.0,4.6,Sunny,High,1,Buffet,motorcycle,0.0,No,CHEN,19,3.11,10.2,3,7,Morning
25363,20.0,4.7,Cloudy,Low,2,Snack,electric_scooter,1.0,No,BHP,27,19.63,9.6,2,12,Night
25364,29.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,SUR,23,7.6,15.0,30,3,Night
25365,30.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,MUM,33,6.12,4.8,17,3,Evening
25366,34.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,KNP,27,8.95,10.2,15,2,Night
25367,31.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,SUR,25,7.6,4.8,24,3,Night
25368,30.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,PUNE,30,7.66,15.0,21,3,Night
25369,22.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,ALH,16,1.5,4.8,2,11,Morning
25371,24.0,4.7,Stormy,Medium,1,Drinks,motorcycle,1.0,No,RANCHI,20,12.07,15.0,31,3,Evening
25372,33.0,4.7,Sunny,High,0,Snack,motorcycle,1.0,No,MUM,20,1.53,4.8,28,3,Morning
25374,33.0,4.1,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,SUR,34,7.6,4.8,13,3,Night
25375,24.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,PUNE,24,4.6,9.6,19,3,Night
25376,30.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,VAD,20,4.72,4.8,4,5,Night
25378,39.0,4.5,Cloudy,Low,2,Meal,electric_scooter,1.0,No,CHEN,17,3.11,9.6,3,11,Morning
25379,29.0,4.9,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,DEH,17,20.56,9.6,2,12,Night
25380,29.0,4.8,Windy,Jam,2,Drinks,motorcycle,0.0,No,BANG,19,17.08,10.2,3,10,Night
25381,28.0,4.8,Sunny,High,2,Buffet,scooter,1.0,No,VAD,15,6.29,4.8,15,3,Evening
25382,31.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,COIMB,21,12.46,4.8,16,3,Night
25383,32.0,4.8,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,RANCHI,27,7.55,4.8,24,3,Night
25384,35.0,4.1,Cloudy,Low,0,Snack,motorcycle,1.0,No,MUM,42,10.71,15.0,31,3,Night
25385,33.0,4.5,Windy,Medium,2,Meal,electric_scooter,1.0,No,JAP,28,4.47,5.4,3,3,Night
25386,30.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,BANG,21,12.42,15.0,3,12,Night
25387,25.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,MUM,34,10.71,15.0,3,10,Night
25388,39.0,4.8,Windy,Jam,2,Snack,motorcycle,0.0,No,JAP,28,7.45,10.2,3,11,Night
25389,37.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,KOC,38,10.92,15.0,14,2,Evening
25390,25.0,4.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,MUM,27,6.12,4.8,24,3,Evening
25391,29.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,PUNE,24,1.53,9.6,28,3,Morning
25392,23.0,4.9,Cloudy,High,2,Buffet,scooter,1.0,No,MUM,27,3.06,15.0,3,7,Morning
25393,25.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,MYS,25,4.66,15.0,30,3,Night
25394,31.0,4.6,Sandstorms,Low,2,Snack,scooter,0.0,No,BANG,20,7.76,15.0,15,3,Night
25396,26.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,CHEN,20,6.21,4.8,3,3,Evening
25398,34.0,4.3,Stormy,Medium,1,Buffet,scooter,2.0,No,GOA,39,10.81,10.2,18,2,Night
25399,24.0,4.9,Sunny,High,2,Drinks,scooter,1.0,No,HYD,15,6.15,10.2,19,3,Evening
25400,36.0,4.6,Sandstorms,High,1,Drinks,scooter,1.0,No,BANG,33,6.21,15.0,3,11,Evening
25401,28.0,4.7,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,MUM,24,10.71,10.2,29,3,Night
25402,35.0,4.5,Fog,High,0,Buffet,motorcycle,0.0,No,HYD,28,6.15,15.0,21,3,Evening
25403,37.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,KOL,29,6.05,5.4,13,2,Evening
25404,26.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,MYS,15,13.99,4.8,18,3,Night
25405,37.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,BANG,47,7.76,15.0,3,9,Night
25408,35.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,HYD,24,7.68,15.0,3,3,Night
25409,39.0,4.4,Sunny,Jam,0,Drinks,motorcycle,0.0,No,SUR,39,12.16,9.6,16,3,Night
25410,30.0,4.6,Fog,Jam,0,Buffet,motorcycle,2.0,No,RANCHI,52,12.07,4.8,16,3,Night
25411,37.0,4.5,Stormy,Low,2,Buffet,motorcycle,1.0,No,MUM,24,13.77,5.4,27,3,Night
25412,25.0,4.5,Windy,Jam,0,Snack,motorcycle,1.0,No,BANG,29,7.76,10.2,4,1,Night
25413,39.0,4.2,Stormy,High,0,Meal,motorcycle,2.0,No,BANG,39,6.21,10.2,3,3,Evening
25414,34.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,AURG,34,6.11,4.8,2,11,Evening
25415,38.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,COIMB,31,1.56,10.2,21,3,Morning
25416,39.0,5.0,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,PUNE,40,12.26,4.8,3,4,Evening
25417,27.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,COIMB,48,10.91,5.4,3,4,Night
25418,28.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,BANG,28,1.55,10.2,24,3,Morning
25419,37.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,BANG,18,3.11,15.0,4,3,Morning
25420,31.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,RANCHI,28,1.57,9.6,17,3,Morning
25421,28.0,4.5,Fog,High,1,Drinks,motorcycle,1.0,No,PUNE,24,3.06,5.4,3,3,Morning
25422,22.0,4.7,Windy,High,1,Snack,scooter,1.0,No,MUM,27,1.53,4.8,3,1,Morning
25424,21.0,5.0,Sunny,Jam,0,Snack,motorcycle,1.0,No,RANCHI,15,17.3,15.0,3,12,Night
25427,31.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,No,BANG,41,20.18,10.2,3,10,Night
25428,29.0,4.7,Fog,Medium,2,Drinks,electric_scooter,0.0,No,LUDH,17,5.86,9.6,2,11,Evening
25429,25.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,RANCHI,38,11.01,15.0,31,3,Night
25430,36.0,4.6,Sunny,Jam,1,Snack,motorcycle,0.0,No,DEH,30,13.22,5.4,2,12,Night
25431,25.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,VAD,21,6.29,15.0,3,7,Evening
25434,32.0,4.1,Sandstorms,Medium,2,Snack,scooter,1.0,No,CHEN,32,6.21,10.2,21,3,Evening
25435,21.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,VAD,28,12.12,15.0,3,8,Evening
25436,24.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,JAP,26,5.96,4.8,3,1,Evening
25437,21.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,COIMB,18,3.12,15.0,3,11,Morning
25438,23.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,MUM,17,3.06,4.8,26,3,Morning
25439,33.0,4.9,Fog,Jam,1,Snack,motorcycle,2.0,No,CHEN,41,20.18,15.0,3,10,Night
25440,29.0,4.7,Cloudy,Low,2,Buffet,scooter,0.0,No,KOL,16,4.54,5.4,2,11,Night
25441,39.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,PUNE,15,12.26,15.0,27,3,Night
25442,27.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,BHP,28,7.55,15.0,2,11,Night
25443,21.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,BHP,17,17.3,15.0,14,2,Night
25445,24.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,MYS,21,9.33,5.4,15,3,Night
25447,35.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,RANCHI,29,6.04,15.0,26,3,Evening
25449,32.0,3.6,Stormy,Jam,2,Drinks,electric_scooter,1.0,Yes,PUNE,43,12.26,15.0,3,6,Night
25450,30.0,3.6,Stormy,Jam,2,Buffet,scooter,0.0,No,JAP,33,13.41,15.0,4,6,Night
25452,31.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,VAD,34,7.86,4.8,17,3,Night
25455,34.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,CHEN,42,12.42,10.2,3,12,Night
25457,38.0,4.6,Sunny,Medium,2,Drinks,scooter,1.0,No,COIMB,22,7.79,4.8,3,11,Evening
25458,20.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,ALH,11,3.0,15.0,17,2,Morning
25459,20.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,COIMB,10,1.56,10.2,4,1,Morning
25460,22.0,4.9,Sandstorms,Jam,1,Snack,scooter,0.0,No,HYD,11,7.68,10.2,17,3,Night
25461,32.0,4.8,Sandstorms,High,1,Snack,scooter,1.0,No,MUM,25,6.12,4.8,3,7,Evening
25462,30.0,4.4,Fog,Medium,2,Drinks,motorcycle,1.0,No,COIMB,35,20.25,9.6,16,3,Evening
25465,37.0,4.7,Cloudy,Jam,2,Meal,motorcycle,1.0,No,RANCHI,37,4.53,15.0,3,11,Night
25466,25.0,4.8,Cloudy,High,2,Buffet,scooter,1.0,No,CHEN,30,3.11,15.0,28,3,Morning
25470,31.0,4.3,Stormy,Medium,2,Meal,scooter,1.0,No,SUR,34,9.12,9.6,3,1,Night
25473,33.0,4.7,Cloudy,Medium,0,Snack,motorcycle,2.0,No,VAD,44,19.69,10.2,23,3,Evening
25475,20.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,KNP,28,5.97,15.0,17,2,Evening
25476,21.0,4.5,Stormy,Medium,0,Drinks,motorcycle,0.0,No,PUNE,19,4.6,15.0,24,3,Evening
25477,26.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,KOL,19,16.65,10.2,16,2,Night
25478,35.0,4.1,Cloudy,Low,0,Meal,motorcycle,0.0,No,CHEN,39,20.18,15.0,3,2,Night
25479,32.0,4.2,Windy,High,0,Buffet,motorcycle,1.0,No,BANG,32,3.11,10.2,24,3,Morning
25481,30.0,4.4,Windy,Medium,1,Meal,scooter,1.0,No,PUNE,32,7.66,10.2,26,3,Night
25482,32.0,4.5,Cloudy,Low,0,Snack,motorcycle,0.0,No,RANCHI,25,1.51,4.8,4,5,Morning
25483,37.0,4.1,Fog,Low,2,Snack,electric_scooter,0.0,No,SUR,32,16.72,4.8,3,10,Night
25484,30.0,4.6,Cloudy,Medium,1,Meal,motorcycle,1.0,No,AURG,30,16.79,4.8,14,2,Evening
25485,21.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,AURG,18,10.68,5.4,18,2,Night
25486,39.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,MUM,28,6.12,9.6,3,5,Evening
25487,35.0,5.0,Windy,Low,2,Drinks,motorcycle,1.0,No,CHEN,29,7.76,5.4,3,1,Night
25488,30.0,4.5,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,CHEN,27,20.18,15.0,25,3,Night
25489,27.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,PUNE,22,1.53,15.0,19,3,Morning
25490,25.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,MYS,23,10.88,4.8,3,2,Night
25491,34.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,HYD,32,9.22,10.2,4,5,Evening
25492,24.0,4.7,Fog,Medium,2,Drinks,electric_scooter,1.0,No,BHP,33,12.08,10.2,2,12,Night
25493,34.0,4.7,Sunny,Jam,1,Buffet,motorcycle,0.0,No,INDO,19,7.56,9.6,3,5,Night
25494,25.0,4.8,Cloudy,High,2,Drinks,motorcycle,0.0,No,DEH,21,5.87,4.8,15,2,Evening
25495,23.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,GOA,18,10.82,5.4,16,2,Evening
25496,30.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,CHEN,34,17.07,15.0,20,3,Night
25500,26.0,4.5,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,PUNE,19,9.19,15.0,30,3,Night
25502,34.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,VAD,27,13.63,4.8,25,3,Night
25503,36.0,3.7,Stormy,Jam,2,Meal,scooter,1.0,Yes,JAP,43,16.39,5.4,3,10,Night
25504,29.0,4.3,Stormy,Medium,0,Snack,motorcycle,1.0,No,BANG,31,13.97,10.2,3,12,Night
25505,28.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,CHEN,21,7.76,15.0,19,3,Night
25506,24.0,5.0,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,MYS,23,9.33,4.8,28,3,Evening
25507,39.0,4.9,Sunny,High,1,Buffet,scooter,0.0,No,JAP,20,1.49,15.0,17,3,Morning
25509,33.0,4.3,Stormy,High,0,Drinks,motorcycle,1.0,No,MYS,48,3.15,15.0,13,3,Morning
25510,35.0,4.0,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,SUR,39,10.64,10.2,4,6,Night
25512,37.0,4.5,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,VAD,29,7.86,15.0,3,1,Night
